12029,224,40,52,0,0,0,0,0,0,0,0
11996,64,237,0,48,0,0,0,0,0,0,0
11290,0,765,0,229,61,0,0,0,0,0,0
12001,51,249,0,44,0,0,0,0,0,0,0
11299,0,781,0,221,44,0,0,0,0,0,0
9757,0,1526,0,766,263,33,0,0,0,0,0
11321,0,728,0,238,58,0,0,0,0,0,0
9772,0,1470,0,797,250,56,0,0,0,0,0
7469,0,2311,0,1462,771,277,55,0,0,0,0
12000,33,262,0,50,0,0,0,0,0,0,0
11276,0,765,0,250,54,0,0,0,0,0,0
9776,0,1521,0,781,220,47,0,0,0,0,0
11334,0,734,0,232,45,0,0,0,0,0,0
9813,0,1540,0,710,239,43,0,0,0,0,0
7447,0,2293,0,1546,769,248,42,0,0,0,0
9802,0,1484,0,775,232,52,0,0,0,0,0
7443,0,2286,0,1527,781,260,48,0,0,0,0
4894,0,2548,0,2347,1508,743,256,49,0,0,0
11264,0,764,0,252,65,0,0,0,0,0,0
9790,0,1490,0,810,219,36,0,0,0,0,0
7485,0,2266,0,1503,776,273,42,0,0,0,0
9824,0,1486,0,733,257,45,0,0,0,0,0
7329,0,2379,0,1532,763,290,52,0,0,0,0
4816,0,2589,0,2325,1525,783,257,50,0,0,0
7430,0,2314,0,1511,760,272,58,0,0,0,0
4903,0,2646,0,2196,1546,733,264,57,0,0,0
2615,0,2223,0,2643,2260,1528,754,272,50,0,0
11980,45,262,0,58,0,0,0,0,0,0,0
11252,0,765,0,273,55,0,0,0,0,0,0
9723,0,1522,0,791,254,55,0,0,0,0,0
11250,0,782,0,268,45,0,0,0,0,0,0
9766,0,1519,0,751,254,55,0,0,0,0,0
7478,0,2195,0,1551,799,259,63,0,0,0,0
9770,0,1516,0,771,243,45,0,0,0,0,0
7508,0,2253,0,1522,758,257,47,0,0,0,0
4895,0,2632,0,2265,1501,733,269,50,0,0,0
11284,0,765,0,256,40,0,0,0,0,0,0
9774,0,1504,0,756,260,51,0,0,0,0,0
7456,0,2296,0,1525,742,266,60,0,0,0,0
9683,0,1553,0,817,251,41,0,0,0,0,0
7587,0,2288,0,1424,742,256,48,0,0,0,0
4898,0,2629,0,2301,1493,737,238,49,0,0,0
7414,0,2298,0,1535,778,263,57,0,0,0,0
4913,0,2566,0,2308,1510,739,269,40,0,0,0
2461,0,2332,0,2592,2346,1557,737,257,63,0,0
9679,0,1573,0,779,258,56,0,0,0,0,0
7501,0,2182,0,1590,804,210,58,0,0,0,0
4920,0,2594,0,2291,1486,722,276,56,0,0,0
7440,0,2310,0,1509,771,270,45,0,0,0,0
4881,0,2595,0,2233,1486,811,290,49,0,0,0
2555,0,2287,0,2591,2233,1622,758,240,59,0,0
4906,0,2604,0,2274,1491,755,260,55,0,0,0
2504,0,2339,0,2613,2227,1601,772,240,49,0,0
1070,0,1556,0,2294,2547,2309,1493,769,246,61,0
11231,0,778,0,278,58,0,0,0,0,0,0
9804,0,1489,0,785,230,37,0,0,0,0,0
7498,0,2233,0,1568,729,263,54,0,0,0,0
9813,0,1473,0,787,228,44,0,0,0,0,0
7481,0,2295,0,1489,769,245,66,0,0,0,0
4810,0,2633,0,2348,1470,756,280,48,0,0,0
7499,0,2261,0,1508,777,247,53,0,0,0,0
4943,0,2589,0,2260,1451,790,263,49,0,0,0
2649,0,2248,0,2628,2295,1496,742,246,41,0,0
9770,0,1503,0,774,252,46,0,0,0,0,0
7358,0,2287,0,1583,814,252,51,0,0,0,0
4929,0,2518,0,2318,1487,763,271,59,0,0,0
7480,0,2276,0,1520,795,222,52,0,0,0,0
4883,0,2645,0,2283,1448,761,258,67,0,0,0
2646,0,2291,0,2465,2355,1531,748,256,53,0,0
4942,0,2567,0,2282,1475,768,263,48,0,0,0
2519,0,2273,0,2653,2307,1501,762,286,44,0,0
1050,0,1591,0,2287,2519,2269,1528,775,271,55,0
7442,0,2338,0,1503,749,257,56,0,0,0,0
4757,0,2618,0,2302,1592,787,239,50,0,0,0
2564,0,2317,0,2553,2309,1557,738,260,47,0,0
4824,0,2601,0,2316,1528,768,260,48,0,0,0
2574,0,2262,0,2681,2258,1493,775,252,50,0,0
1079,0,1499,0,2326,2598,2279,1523,761,237,43,0
2555,0,2335,0,2657,2254,1475,768,251,50,0,0
1027,0,1546,0,2233,2619,2280,1538,804,255,43,0
295,0,799,0,1522,2305,2552,2275,1510,785,259,43
