35247,303,1102,52,289,44,0,0,0,0,0,0
32937,50,2618,0,1035,360,37,0,0,0,0,0
28566,0,4503,0,2545,1064,293,66,0,0,0,0
32975,44,2592,0,1080,297,49,0,0,0,0,0
28472,0,4479,0,2608,1089,334,55,0,0,0,0
22226,0,6340,0,4585,2460,1072,301,53,0,0,0
28408,0,4572,0,2565,1108,326,58,0,0,0,0
21980,0,6569,0,4589,2480,1078,294,47,0,0,0
14903,0,7138,0,6340,4665,2554,1113,279,45,0,0
33059,47,2505,0,1106,269,51,0,0,0,0,0
28712,0,4434,0,2508,1043,291,49,0,0,0,0
22014,0,6433,0,4527,2591,1123,303,46,0,0,0
28611,0,4534,0,2501,1046,292,53,0,0,0,0
21969,0,6403,0,4638,2518,1117,342,50,0,0,0
15083,0,7112,0,6412,4469,2579,1033,296,53,0,0
22361,0,6260,0,4559,2432,1053,319,53,0,0,0
14958,0,7100,0,6483,4551,2512,1061,329,43,0,0
8696,0,6280,0,7196,6357,4493,2525,1095,347,48,0
28541,0,4560,0,2531,1076,275,54,0,0,0,0
22079,0,6546,0,4404,2608,1053,299,48,0,0,0
14877,0,7141,0,6440,4597,2577,1061,294,50,0,0
22217,0,6264,0,4577,2584,1042,313,40,0,0,0
14889,0,7134,0,6339,4626,2563,1136,298,52,0,0
8556,0,6457,0,7059,6379,4608,2550,1102,270,56,0
15010,0,7200,0,6312,4618,2487,1048,308,54,0,0
8465,0,6316,0,7228,6476,4587,2561,1069,286,49,0
3935,0,4501,0,6439,7247,6437,4520,2509,1075,322,52
