sample_size,emp,miller,chao
10,0.5744867302265567,0.1633544480972592,0.5207156658971186
10,0.6655012284519155,0.058091287692340836,0.43286901027484503
10,0.6279223546774587,0.3056768558951965,0.6433719306076545
10,0.620842772686025,0.33435528624912375,0.508296943231441
10,0.4722347744599662,0.16655747651917122,0.5883646094113556
10,0.44546474691085425,0.19611269303654916,0.5135371179039302
10,0.6548497857620351,0.5857926995687387,0.6777153641575564
10,0.7459498914640019,0.25366310059245933,0.8368240533215968
10,0.7150032928749019,0.3248908296943232,0.5456536970244572
10,0.758409858306694,0.7091703056768559,0.7663481571633208
10,0.6985583890739652,0.07510917030567686,0.5196171805111935
10,0.6307054092311292,0.02096069868995633,0.4055825538394643
10,0.5862822752578244,0.241100682753174,0.49170305676855897
10,0.43730891023329527,0.10657349020248995,0.5162421533343571
10,0.481854371717484,0.22668705497988642,0.38217952429171603
10,0.632131525057012,0.4607993121460119,0.45259943157012383
10,0.5754268177678848,0.3096746088260876,0.380807205711645
10,0.6014413770853634,0.09565407522272665,0.521511259433496
10,0.5331003985431451,0.19003933661486858,0.5039301310043668
10,0.5669360257493113,0.3633187772925764,0.445704698950465
10,0.5243610477473558,0.5120140287646574,0.47772925764192137
10,0.5861016225204069,0.2232416115176962,0.5458515283842795
10,0.704545723715806,0.28746180113237596,0.6351148814618042
10,0.4934442444634895,-0.0021853155202103164,0.5209249418715406
10,0.6241261125720663,0.522384812631877,0.617263362083767
10,0.4643641948856334,0.6098364297749183,0.41484716157205237
10,0.6566186734072356,0.34330640696375864,0.48289480535391255
10,0.6204939065010379,0.28477834267222724,0.4081992154771382
10,0.414154692208955,0.5172564932229986,0.3893616916618081
10,0.7434351396480045,0.2228047394795011,0.7119458566805681
10,0.6011359245564578,0.15112470331992428,0.4100329591855055
10,0.7231812783515618,0.29082969432314415,0.6942875545294915
10,0.6329630950614324,0.42045470608846486,0.5184538232391622
10,0.5962845091132534,0.36959374431305475,0.4451716541844414
10,0.6110764043608296,0.29409260780027635,0.543393400090293
10,0.7376012071646139,0.5351682467889977,0.4393013100436681
10,0.6120222234300255,0.6225426544280177,0.6790163418243645
10,0.4671183000349362,0.5598253275109171,0.6499235795955126
10,0.7064752722468509,0.07472144930399821,0.5945477908189829
10,0.5153963870448285,0.45502183406113533,0.4212825236655081
10,0.7004589662825096,0.5752347811339314,0.8114245332392217
10,0.5033938861138639,0.4421111521521761,0.5661861615008499
10,0.7702054033379616,-0.05152838427947598,0.6585265121479473
10,0.539654911639987,0.09478052202434559,0.5468822822738583
10,0.5208840565614122,0.5985146923272873,0.4759825327510917
10,0.5685528258586859,0.47581665583110444,0.6727751252460388
10,0.5123500327571356,0.3310043668122271,0.48820960698689964
10,0.6050276837336823,0.42395121092080135,0.39407208991788506
10,0.5340352530947078,-0.007425202186239054,0.5552418610296793
10,0.6162917814578415,-0.01222707423580786,0.3591203245592274
10,0.5054609481917309,0.39362170641378524,0.5250767686265753
10,0.7863696687511803,0.4410480349344978,0.628958302834367
10,0.5097182912553516,0.36732911991923795,0.39476577453498135
10,0.6222417766601956,0.4023591471776872,0.5126637554585153
10,0.5852806429153137,0.14585152838427945,0.45684463521453933
10,0.4963882219144763,0.24513878982188889,0.36982151145792014
10,0.6323144104803493,0.49868995633187774,0.45006580167992166
10,0.8101378187696647,0.13845818194339884,0.760576316017232
10,0.7649629388796203,0.24983621473698464,0.5389149506091768
10,0.4892966827785122,0.5336244541484716,0.4733624454148472
10,0.510378086474093,0.2931411376289122,0.7192687481908302
10,0.5988207174902203,0.352272861857903,0.4200873362445415
10,0.6197859942513658,0.33013100436681225,0.6262543519499686
10,0.5852806429153137,0.5772925764192139,0.5842794759825328
10,0.517482715185803,0.4553201764606206,0.3958157717316811
10,0.7776322279872783,0.3519650655021834,0.6707375997904258
10,0.5474006638584605,0.615855004858651,0.6201488081287293
10,0.6529722774388427,0.5479572948959869,0.5467248908296943
10,0.7421331506634234,0.6148471615720524,0.6556243619872778
10,0.4115334599797843,0.2528936509313184,0.6759825327510917
10,0.40629099552144315,0.46210964194358356,0.6689956331877729
10,0.5018582232126209,0.4508519434173434,0.5318777292576419
10,0.6545773746046157,0.4853648344347563,0.44192719551341825
10,0.5571336132315655,0.3589519650655022,0.565198913737576
10,0.6794845243726152,0.2734221510932734,0.6096821615780333
10,0.4712325913851919,0.39650296903645216,0.3930131004366812
10,0.6772996866736679,0.09609085182191716,0.43523805239976915
10,0.6098364297749183,0.12062941671560946,0.26678331751078066
10,0.6213385319514926,0.31155785586988727,0.6906634392117246
10,0.6740935549350395,0.29432314410480354,0.517760856281993
10,0.5337410042108309,0.2148471615720524,0.6324976498074287
10,0.6154212021043557,0.6021482682614258,0.6589339724206401
10,0.6025782373696698,0.4019222751394922,0.7018999948991859
10,0.5703673507748926,0.26518132718442583,0.5650655021834061
10,0.662882096069869,0.21048034934497817,0.5273490202872151
10,0.6631697949595348,0.43580786026200874,0.5931099712060983
10,0.6370796911001582,0.3358812047775196,0.5764192139737991
10,0.5682463555468829,0.3799126637554585,0.6524209683267082
10,0.6590911608954314,0.3723777646438379,0.6979284411668177
10,0.655007122352805,0.22193099540311087,0.37745744100056655
10,0.6199214221988472,0.5423580786026201,0.5179039301310043
10,0.5194408534139741,0.3324596210664713,0.545772407718133
10,0.6524017467248909,0.4375545851528384,0.462882096069869
10,0.45182443614230494,0.4648318486395866,0.6916708928918176
10,0.5018563124699219,0.20048045902845446,0.2752455289851638
10,0.5556287471282588,0.41799520542533974,0.3053068428341823
10,0.540410711247339,0.1821358418624521,0.31841014080989827
10,0.7233771868619444,0.06381121319014124,0.7291763763651444
10,0.6994321331503554,0.37816593886462885,0.6607116650871223
10,0.6924594299379716,0.2840910176273411,0.6663764970609692
20,0.6384279475982532,-0.07161572052401746,0.38639370182985516
20,0.5930131004366812,-0.2550218340611354,0.5747933397423806
20,0.7362445414847161,-0.27074235807860264,0.6742264819739912
20,0.6419213973799127,-0.33013100436681225,0.49084643058356037
20,0.6235807860262008,-0.12838427947598255,0.5774100013800546
20,0.5187772925764192,0.1537117903930131,0.540776738452619
20,0.5729257641921397,-0.03580786026200873,0.6367209985006643
20,0.5755458515283842,-0.2794759825327511,0.6550376299643821
20,0.5056768558951965,0.35021834061135376,0.5285656508101405
20,0.5930131004366812,-0.11877729257641921,0.6471615720524019
20,0.622707423580786,-0.4034934497816594,0.49891015224983565
20,0.7647958251826225,-0.308296943231441,0.8078602620087337
20,0.5394191000003078,-0.19349203344140595,0.7195819503603399
20,0.6909805799194225,0.08209606986899563,0.5355434151772711
20,0.6882096069868995,-0.09170305676855894,0.7152838427947599
20,0.6979690055064711,-0.40873362445414846,0.40786026200873365
20,0.6272111964376048,-0.23673291676126867,0.5179039301310043
20,0.5412844553237292,-0.24366812227074233,0.40524017467248913
20,0.6538545689882274,-0.21572052401746722,0.5388646288209608
20,0.6401746724890829,-0.5091703056768558,0.43611027294566057
20,0.7615720524017467,-0.6349344978165938,0.5250767686265753
20,0.7170305676855895,-0.22358078602620088,0.6410480349344977
20,0.5385455468019268,0.2017467248908297,0.619276587582838
20,0.6687049733607054,-0.14497816593886462,0.7371179039301309
20,0.5222707423580786,-0.3895196506550218,0.4331877729257642
20,0.6131004366812227,-0.6314410480349345,0.3956331877729258
20,0.6323144104803493,-0.10744704340087101,0.7082969432314411
20,0.5074235807860262,-0.5021834061135372,0.6341043368629904
20,0.7757152401623859,-0.10305676855895196,0.589621089022533
20,0.6838427947598252,-0.04192139737991266,0.692576419213974
20,0.7161572052401747,-0.2838427947598253,0.703056768558952
20,0.6768558951965065,-0.09344978165938866,0.6878824755425029
20,0.5713037917412166,0.08296943231441048,0.6733542614280997
20,0.7921397379912664,-0.2873362445414847,0.6349765574088817
20,0.6390041646157492,-0.1947598253275109,0.6611353711790393
20,0.5137615169174379,-0.16506550218340613,0.5521156055492061
20,0.6943231441048033,-0.11528384279475982,0.6739330210321354
20,0.6796243883404687,-0.2017467248908297,0.5580786026200873
20,0.6323144104803493,-0.05065502183406114,0.5886462882096071
20,0.622707423580786,-0.14323144104803492,0.6689931586986433
20,0.6052401746724891,0.022707423580786024,0.5606986899563319
20,0.7021834061135372,-0.3746724890829694,0.6122270742358078
20,0.6323144104803493,-0.23930131004366811,0.6428265423219036
20,0.7170305676855895,-0.2279475982532751,0.4762324180566613
20,0.6471615720524019,0.013973799126637555,0.4622768893224002
20,0.6541484716157205,-0.30655021834061136,0.5135371179039302
20,0.7834061135371179,0.04279475982532751,0.6079377204862508
20,0.6899563318777294,-0.41659388646288215,0.6742264819739912
20,0.6743830691501823,0.1153090221863006,0.48495462351557456
20,0.5930131004366812,-0.5912663755458516,0.7527263311042101
20,0.6279475982532751,-0.055021834061135366,0.6506550218340612
20,0.7318777292576418,-0.0026200873362445414,0.5965988533896636
20,0.7222707423580786,-0.48820960698689964,0.5931099712060983
20,0.5900851855064096,-0.09652762842110771,0.49869299874564227
20,0.5668122270742358,0.06899563318777292,0.44744914004224773
20,0.6532751091703057,0.17379912663755462,0.5547322671868802
20,0.6759825327510917,-0.17205240174672487,0.6995208778048395
20,0.7493449781659388,-0.24454148471615716,0.7527263311042101
20,0.6593886462882096,-0.5310043668122271,0.6009599561191202
20,0.5720524017467248,0.030567685589519646,0.6506765272349254
20,0.5991266375545852,-0.2961345342511811,0.4925764192139738
20,0.5545851528384279,-0.5991266375545852,0.7349618845149937
20,0.6096069868995633,0.12925764192139738,0.7998262405823414
20,0.5248908296943231,-0.1406113537117904,0.6698653792445346
20,0.7065502183406114,-0.5327510917030568,0.41063706714894666
20,0.5589519650655022,-0.2497816593886463,0.6419543217760123
20,0.6131004366812227,-0.2995633187772926,0.5528384279475982
20,0.5222707423580786,-0.18602620087336244,0.37816593886462885
20,0.537117903930131,-0.08995633187772925,0.4838717033283767
20,0.8593886462882095,-0.33711790393013097,0.5774100013800546
20,0.5834061135371178,-0.21572052401746722,0.4558951965065502
20,0.5764192139737991,0.19388646288209607,0.6480598655972515
20,0.6061135371179039,-0.0017467248908296944,0.58151788490095
20,0.6200873362445415,-0.1930131004366812,0.6358078602620086
20,0.6477396965995599,-0.25065502183406113,0.4614046687765088
20,0.634061135371179,-0.2611353711790393,0.582532751091703
20,0.48613235489906276,-0.11877729257641921,0.7867429323939715
20,0.6532751091703057,-0.41222707423580784,0.5974710739355549
20,0.4960698689956332,0.0017467248908296944,0.3851528384279476
20,0.6541484716157205,-0.36855895196506544,0.4611353711790393
20,0.5537117903930131,-0.09694323144104804,0.5685589519650655
20,0.7703056768558952,-0.3720524017467249,0.6803320257952303
20,0.5432314410480349,-0.4794759825327511,0.5032712549792921
20,0.6672489082969433,0.08908296943231442,0.7283842794759825
20,0.4253275109170306,-0.32139737991266376,0.6550376299643821
20,0.5910878676779705,-0.19388646288209607,0.5362445414847161
20,0.5673728023485018,-0.45938864628820963,0.6812042463411218
20,0.6838427947598252,-0.08384279475982533,0.5379912663755458
20,0.6279475982532751,-0.20436681222707423,0.5076323577087489
20,0.5135371179039302,-0.20262008733624456,0.4637554585152838
20,0.5341777808100214,0.06026200873362445,0.7100436681222708
20,0.743231441048035,-0.02445414847161572,0.7039301310043669
20,0.6253275109170305,-0.06462882096069869,0.4212825236655081
20,0.6643372073688001,-0.32838427947598253,0.6847161572052402
20,0.5903930131004367,-0.29432314410480354,0.5755458515283842
20,0.5283842794759825,0.01572052401746725,0.582532751091703
20,0.5344978165938865,-0.28820960698689957,0.5283842794759825
20,0.44017467248908293,-0.26200873362445415,0.6035766177567942
20,0.6524017467248909,-0.15458515283842794,0.7239430530897966
20,0.7720524017467248,-0.23406113537117906,0.5685589519650655
50,0.616593886462882,0.24454148471615716,0.5222327032318875
50,0.662882096069869,0.32139737991266376,0.6329564984079304
50,0.7388646288209606,0.28646288209606985,0.6759709230657738
50,0.6951965065502185,0.45152838427947595,0.7231441048034934
50,0.7650655021834062,0.6611353711790393,0.7441048034934498
50,0.6951965065502185,0.33711790393013097,0.6777153641575564
50,0.65764192139738,0.48471615720524014,0.7161572052401747
50,0.692576419213974,0.2576419213973799,0.5851528384279476
50,0.7624454148471617,0.26200873362445415,0.7436802935839736
50,0.7956331877729258,0.1074235807860262,0.7602452708150349
50,0.7283842794759825,0.46724890829694327,0.7070629754942586
50,0.7572052401746725,0.4104803493449782,0.7195819503603399
50,0.5921397379912664,0.5056768558951965,0.6663764970609692
50,0.6148471615720524,0.3021834061135371,0.6786026200873362
50,0.6419213973799127,0.3868995633187773,0.622707423580786
50,0.6820960698689956,0.35021834061135376,0.46992224881800904
50,0.6550218340611355,0.08908296943231442,0.6556243619872778
50,0.6882096069868995,0.5362445414847161,0.5320545329937059
50,0.4410480349344978,-0.13013100436681221,0.5423580786026201
50,0.7266375545851528,0.2183406113537118,0.7754040652973844
50,0.679475982532751,0.30305676855895197,0.6419543217760123
50,0.6724890829694323,0.462882096069869,0.6218932492205119
50,0.6602620087336245,0.40174672489082974,0.6890542312541437
50,0.8235807860262009,0.21397379912663755,0.7562152132877753
50,0.8244541484716157,0.45938864628820963,0.7187097298144485
50,0.646288209606987,0.19563318777292577,0.6009599561191202
50,0.6777292576419214,0.2934497816593887,0.6931135209838909
50,0.5475982532751091,0.06899563318777292,0.6061932793944681
50,0.6244541484716157,0.11004366812227073,0.5874929581381536
50,0.5851528384279476,0.01572052401746725,0.6218340611353712
50,0.7563318777292577,0.2052401746724891,0.7454239753977694
50,0.7362445414847161,0.3615720524017467,0.7649374187466885
50,0.5755458515283842,0.21048034934497817,0.5564767082786629
50,0.5231441048034934,-0.06899563318777292,0.635848777954773
50,0.5912663755458516,0.1275109170305677,0.635433778164264
50,0.731004366812227,0.2165938864628821,0.5948544122978809
50,0.8262008733624454,0.5423580786026201,0.7788929474809496
50,0.6314410480349345,-0.29519650655021834,0.5543702097564773
50,0.39039301310043667,0.308296943231441,0.48212802151458073
50,0.6838427947598252,0.32838427947598253,0.6184043670369466
50,0.5834061135371178,0.3947598253275109,0.5475982532751091
50,0.6262008733624455,0.40174672489082974,0.5536189758802148
50,0.5668122270742358,0.08908296943231442,0.5561135123028813
50,0.7371179039301309,0.33624454148471616,0.6974727255183807
50,0.6602620087336245,0.29519650655021834,0.6809077482873193
50,0.6497816593886464,-0.12489082969432315,0.5259489891724666
50,0.6296943231441048,0.2279475982532751,0.6913698391700949
50,0.6890829694323143,0.17729257641921398,0.5937236575975217
50,0.5921397379912664,0.41397379912663756,0.5477545028197496
50,0.6550218340611355,0.4340611353711791,0.5782822219259459
50,0.7213973799126637,0.519650655021834,0.5719276349250723
50,0.7746724890829694,0.6532751091703057,0.7637326344426271
50,0.6951965065502185,0.43580786026200874,0.6279987930417512
50,0.6812227074235807,0.27772925764192136,0.6367209985006643
50,0.6524017467248909,0.3510917030567686,0.7166532254701362
50,0.7799126637554584,0.6733624454148471,0.7205240174672489
50,0.7703056768558952,0.3807860262008734,0.726243475446014
50,0.7371179039301309,0.24192139737991264,0.7018319300528706
50,0.5606986899563319,0.0812227074235808,0.4675102125977481
50,0.7825327510917031,0.692576419213974,0.7701707420220365
50,0.7624454148471617,0.45502183406113533,0.7998262405823414
50,0.5668122270742358,0.2689956331877729,0.5553626576940107
50,0.651528384279476,0.4262008733624454,0.6870106346356051
50,0.7528384279475984,0.1493449781659389,0.7056264216260787
50,0.6698689956331878,0.032314410480349345,0.6495214756389921
50,0.7100436681222708,0.5205240174672489,0.6669582937769515
50,0.6567685589519651,0.16593886462882096,0.6373157029424203
